source,score,level,source_original
ABL2,-1.3909857635099456,4,ABL2
ACAT1,0.9937717207467316,6,ACAT1
ACE2,-0.5147414984782555,6,ACE2
ACTR2,5.058894826331769,5,ACTR2
ACVR1,0.7822214077833312,5,ACVR1
ACVR2A,5.058894826331769,5,ACVR2A
ACVR2B,6.812393123989156,4,ACVR2B
ACVRL1,1.409173065949438,5,ACVRL1
ADAM12,-0.5502434036806497,4,ADAM12
ADRA1A,-0.7439243918846772,4,ADRA1A
ADRB2,-0.7439243918846772,4,ADRB2
AGT,-1.0193788767883418,5,AGT
AGTR1,-0.5969138248760254,4,AGTR1
AIMP1,-3.3457554487749275,4,AIMP1
AKT1,0.3640497825919249,1,AKT1
AKT3,-0.55743075077636,3,AKT3
AMER1,1.308811832472192,3,AMER1
AMH,1.500742252550614,6,AMH
AMHR2,1.500742252550614,6,AMHR2
ANK2,0.3928841525536789,5,ANK2
ANK3,1.2236673276482588,4,ANK3
APEX1,-0.2766468609584133,3,APEX1
APH1A,-0.6964982823039022,5,APH1A
APH1B,-0.6964982823039022,5,APH1B
APOE,-1.2941194632318944,4,APOE
APPL1,2.3537059070909523,3,APPL1
ARAF,-0.2990613427193947,3,ARAF
ARF6,-0.9635705056801566,6,ARF6
ARHGAP1,0.6110956440334661,4,ARHGAP1
ARHGAP32,0.9158280221718627,3,ARHGAP32
ARRB1,-0.698708141434921,4,ARRB1
ARRB2,-1.3149695728963116,4,ARRB2
ASB3,-3.2158882794783086,4,ASB3
ATE1,1.0023498689352002,5,ATE1
ATF1,-0.5370027434157395,4,ATF1
ATM,0.3640497825919249,1,ATM
AURKB,0.38494838295244393,1,AURKB
AXIN2,1.308811832472192,3,AXIN2
BAG2,2.393791059648728,4,BAG2
BCORL1,-38.962751565471805,1,BCORL1
BCR,2.5589398267816335,3,BCR
BDKRB1,-0.4874050588256314,4,BDKRB1
BMP4,3.3357533155788732,6,BMP4
BMP5,1.3396131428011384,6,BMP5
BMP6,5.058894826331769,5,BMP6
BMP8A,5.058894826331769,5,BMP8A
BMP8B,1.2219219894993956,6,BMP8B
BMPR1A,2.2941002688639336,5,BMPR1A
BMPR1B,2.914664315964375,5,BMPR1B
BMPR2,2.00976387534306,6,BMPR2
BRAF,3.4630568194396427,3,BRAF
BRCA1,2.150445505474476,0,BRCA1
BRSK1,-1.0870226034925472,5,BRSK1
BTF3,0.978362188421759,4,BTF3
CAMK1,-1.5204990556036202,3,CAMK1
CAMK2G,3.668488721368275,2,CAMK2G
CAPN2,1.308811832472192,3,CAPN2
CAPN3,1.308811832472192,3,CAPN3
CAPNS1,1.1671532611526831,4,CAPNS1
CAPRIN2,-0.539905060413964,5,CAPRIN2
