source,score,level,source_original
AAK1,1.3566888675593243,3,AAK1
AANAT,-1.0537393796926,3,AANAT
AATK,1.0680294140480244,3,AATK
ABL2,-0.530458312663558,1,ABL2
ACAA2,-0.9565889156847512,4,ACAA2
ACAT1,-0.7166015682377361,2,ACAT1
ACE2,-0.8486808168589137,5,ACE2
ACP1,-0.3569862031177896,1,ACP1
ACTB,-0.62922017335541,2,ACTB
ACTN1,-0.8243830265418758,3,ACTN1
ACVRL1,-0.30028996267962293,1,ACVRL1
ADA,-0.5047460021650454,4,ADA
ADAM12,-1.701467900957479,3,ADAM12
ADAM23,0.8406699551098215,3,ADAM23
ADAM9,-1.9498651374636193,3,ADAM9
ADCY5,-1.23804410625303,3,ADCY5
ADRA1A,-0.6148452462149251,3,ADRA1A
ADRB2,-0.38944665164741876,3,ADRB2
AFAP1L2,-1.2975250436335455,3,AFAP1L2
AGTR1,-0.8353579164865286,3,AGTR1
AHSA1,1.333150592858351,2,AHSA1
AKAP5,-0.8836135890024196,2,AKAP5
AKT1,0.41394041941800547,1,AKT1
AKT1S1,-0.8955339224543807,3,AKT1S1
AKT3,-0.3423543896094409,1,AKT3
ALK,-0.5902871928984941,1,ALK
ANK3,0.8057654634639823,2,ANK3
ANXA1,-1.3415667533618916,4,ANXA1
APAF1,5.448333700809311,3,APAF1
APEX1,-2.562746150272479,0,APEX1
APH1A,0.8057654634639823,2,APH1A
APH1B,0.8057654634639823,2,APH1B
APIP,-5.167852822163997,4,APIP
APLN,-1.3415667533618916,4,APLN
APPL1,-0.8550800503442205,2,APPL1
ARAF,-1.2966868951844233,2,ARAF
AREL1,-1.8634995863494954,4,AREL1
ARF1,0.5719051911800923,4,ARF1
ARF6,0.7140698263659245,5,ARF6
ARHGAP1,0.36599050734277705,3,ARHGAP1
ARHGAP32,-0.8180680472736823,2,ARHGAP32
ARHGEF2,-0.6819540914085396,2,ARHGEF2
ARHGEF6,-0.6908965931478499,2,ARHGEF6
ARHGEF7,-0.6819540914085396,2,ARHGEF7
ARRB2,2.32314061871786,3,ARRB2
ASB2,-1.6732674422907734,3,ASB2
ASB3,-1.536701856364637,4,ASB3
ASXL1,-0.4737103197055218,1,ASXL1
ASXL2,-1.2928243041479215,2,ASXL2
ASXL3,0.6450897362336105,1,ASXL3
ATAD5,-0.6704809654086967,3,ATAD5
ATF2,-2.173096765830255,0,ATF2
ATG101,1.393761923617469,4,ATG101
ATG13,1.2629884674629266,3,ATG13
ATG14,1.956609136549493,3,ATG14
ATM,-0.6955474947629279,1,ATM
ATXN2L,1.3730297157504392,3,ATXN2L
AURKB,-0.8808966148567401,2,AURKB
AUTS2,-0.6053959308430388,3,AUTS2
AXIN2,0.5968597673188277,2,AXIN2
BACH2,3.0156495031036066,0,BACH2
BAD,0.8018143280106412,2,BAD
BAG1,-0.9619699210507375,3,BAG1
BAG2,1.0029488801200266,2,BAG2
BAG5,-1.333150592858351,2,BAG5
BAK1,-1.0276297809430346,3,BAK1
BANP,-1.2625917699854476,3,BANP
BAP1,1.209071269566095,2,BAP1
BAX,-1.0276297809430346,3,BAX
BCAR3,-0.6908965931478499,2,BCAR3
BCL2,-0.5299821300398436,4,BCL2
BCL2L1,-5.448333700809311,3,BCL2L1
BCL2L2,0.8629115589639809,4,BCL2L2
BCL3,-2.6726726740926625,0,BCL3
BCL6,-0.7334817506276593,2,BCL6
BCR,0.4667610169783477,2,BCR
BDKRB1,-1.3207531181069956,3,BDKRB1
BECN1,2.113914380580858,3,BECN1
BID,4.3321792289288314,4,BID
BIRC2,-0.35170588798574187,2,BIRC2
BIRC3,-0.2782932328796994,2,BIRC3
BIRC5,-0.9160946719304905,2,BIRC5
BIRC6,-4.652885697387713,3,BIRC6
BIRC7,-1.2221564786461931,4,BIRC7
BMF,4.5536461880229675,4,BMF
BMPR1B,-0.30028996267962293,1,BMPR1B
BNIP3,0.7643209697370339,3,BNIP3
BRAF,-1.1168074352879211,3,BRAF
BRAP,-0.7501565782803287,3,BRAP
BRD2,3.739839322461367,1,BRD2
BRD4,-0.7410733466961422,2,BRD4
BRIP1,0.42184302197606505,2,BRIP1
BRMS1,1.4580656864342711,2,BRMS1
BRSK1,-1.0676820382604817,4,BRSK1
BTF3,-1.8904790373578944,3,BTF3
BTK,-0.8223068490908905,1,BTK
C1QBP,1.0319854574549103,3,C1QBP
C3,1.1888466436807597,4,C3
