source,score,level,source_original
AANAT,1.318962127496603,3,AANAT
AATK,2.7522975520003943,4,AATK
ABL1,-0.5539198939521379,2,ABL1
ABL2,0.852789568609745,2,ABL2
ACAA2,-1.8401791392702882,5,ACAA2
ACE2,-0.7511880473925963,5,ACE2
ACP1,2.3880820316949136,2,ACP1
ACTB,0.41159349965518766,3,ACTB
ADA,-0.9619258780101357,5,ADA
ADAM10,0.6929210786021345,3,ADAM10
ADAM12,1.2375978713674478,3,ADAM12
ADAM15,1.2375978713674478,3,ADAM15
ADAM9,1.2375978713674478,3,ADAM9
ADAMTS13,-1.4206271474403644,4,ADAMTS13
ADCY5,1.2375978713674478,3,ADCY5
ADNP,0.5240627720116827,4,ADNP
AFAP1L2,0.7319291907933961,4,AFAP1L2
AGT,-0.9790037734672756,4,AGT
AGTR1,-0.9999917001683437,3,AGTR1
AHSA1,-1.7987030285566625,3,AHSA1
AKAP5,1.6384616378581385,2,AKAP5
AKAP8,1.6384616378581385,2,AKAP8
AKT1,-1.9939973426311781,1,AKT1
AKT1S1,-2.0719356476584205,4,AKT1S1
AKT2,0.25043515779776215,2,AKT2
AKT3,0.25043515779776215,2,AKT3
ALDH2,0.7729980765544859,3,ALDH2
ALK,-0.41159349965518766,3,ALK
ANAPC1,-0.5822326112685425,4,ANAPC1
ANGPT1,-2.0896578000914237,4,ANGPT1
ANK2,-1.0138770010407423,5,ANK2
ANK3,1.3575923210085776,4,ANK3
ANXA1,-0.4183162025692517,5,ANXA1
APAF1,-1.204624557285399,4,APAF1
APBB1,0.5995323597749753,6,APBB1
APC2,2.1790999247669105,4,APC2
APEX1,-0.5047371436707481,1,APEX1
APH1A,0.5240627720116827,4,APH1A
APH1B,0.5240627720116827,4,APH1B
APIP,0.9416547929218904,5,APIP
APLF,1.41946913464589,3,APLF
APLN,-0.4183162025692517,5,APLN
AR,-0.28186746818979547,4,AR
ARAF,3.281556108272548,2,ARAF
AREL1,2.9035477923467763,4,AREL1
ARF1,-2.450324101172366,4,ARF1
ARF6,-1.6113623421996788,5,ARF6
ARHGEF2,-0.30653110400200667,3,ARHGEF2
ARHGEF6,-0.5590265144589954,3,ARHGEF6
ARHGEF7,-0.6124778239011572,3,ARHGEF7
ARRB1,0.7450055922720672,3,ARRB1
ARRB2,-1.0417098011006367,3,ARRB2
ASAP2,1.9971108581727115,5,ASAP2
ASB2,-0.881318690618168,4,ASB2
ASXL3,-0.48534771220014716,4,ASXL3
ATAD2,0.916097679516776,3,ATAD2
ATAD5,-0.9872212333680013,4,ATAD5
ATG14,-1.7987030285566625,3,ATG14
ATG3,2.1246085639672696,5,ATG3
ATG4A,0.6857321434874534,5,ATG4A
ATG4B,2.1246085639672696,5,ATG4B
ATG7,1.1905161843781165,5,ATG7
