source,target,sign
ACAA2,BNIP3,-1
ACE2,AGT,1
ACTN1,PLD1,-1
ADNP,CTNNB1,1
AGT,parent_of_AGT1,1
AGT,parent_of_GNAQ1,1
AHSA1,HSP90AB1,1
AKT1S1,parent_of_MTOR-1,-1
AMH,AMHR2,1
AMH,BMPR1B,1
AMHR2,BMPR1B,1
ANK3,GABARAP,1
APBB1,parent_of_HDAC11,1
AR,RXRA,1
AR,parent_of_GNA121_____GNA131_____GNAI11_____GNAI31_____GNAO11_____GNAQ1_____GNAZ1,1
ARAF,MAPK1,1
AREL1,HTRA2,-1
ARF1,GIT1,-1
ARF1,PLD1,1
ARF6,PLD1,1
ASAP2,ARF1,-1
ASAP2,ARF6,1
ASXL3,THRB,-1
ATAD2,ESR1,1
ATAD2,MYC,1
ATE1,parent_of_EIF2AK3-1_____ERN1-1,-1
ATG3,GABARAP,1
ATG4B,GABARAP,1
ATG7,ATG3,1
ATG7,MAP1LC3A,1
ATG9A,YWHAE,1
ATP6AP1,RAB7A,1
AXL,PIK3CG,1
AXL,SOCS1,1
BAG5,HSPA1B,-1
BAMBI,BMPR1A,1
BAMBI,BMPR1B,1
BAMBI,DVL2,1
BCL3,HDAC1,1
BDNF,NTRK2,1
BMP4,BMPR1A,1
BMP4,BMPR1B,1
BMP4,BMPR2,1
BMP5,BMPR1A,1
BMP8B,BMPR1A,1
BMPR1A,BMPR1B,1
BMPR2,BMPR1A,1
BMPR2,BMPR1B,1
BNIP3,RHEB,-1
BRAF,MAP2K2,1
BRAP,USP15,-1
BRSK1,CAST,1
BTG2,NFE2L2,1
BTG2,parent_of_CDK41_____CDK61,-1
BTG3,parent_of_NR1D11,-1
BTK,GTF2I,1
BTK,PIK3AP1,1
BTK,PLCG1,1
C1QBP,KRT1,1
C1RL,parent_of_APOA11,1
CALU,GGCX,-1
CASP6,HIPK2,1
CASP6,LMNA,-1
CAV1,PDGFRB,1
CBFB,RUNX1,1
CBLB,FLT3,-1
CBLB,GRB2,-1
CBLB,KIT,-1
CBLB,NCK1,1
CBLB,PIK3CA,-1
CBLB,SHC1,-1
CBLC,LRIG1,-1
CCND2,CDK4,1
CCND2,RB1,-1
CD22,SH2B1,1
CD28,CBLB,-1
CD28,GRB2,1
CD28,PIK3CG,1
CD3E,NCK1,1
CDK10,parent_of_CDKN2A1,-1
CDK2,CCP110,-1
CDK2,CDKN1B,-1
CDK2,ESR1,1
CDK2,EZH2,1
CDK2,MYC,1
CDK2,NCOA1,1
CDK2,PRDX1,-1
CDK2,RB1,-1
CDK2,TP53,1
CDK2,ZBTB16,-1
CDK2,parent_of_CDK41_____CDK61,1
CDK2,parent_of_FZR1-1,1
CDK2,parent_of_PTH1R1,-1
CDK4,PRDX1,-1
CDK4,RASSF1,-1
CDK4,RB1,-1
CDKN1B,parent_of_CDK41_____CDK61,-1
CDKN2B,CDK4,-1
CDKN2C,CDK4,-1
CEBPA,CSF1R,1
CEBPA,ELANE,1
CEBPA,parent_of_JAK21,1
CENPK,parent_of_CTNNB1-1,1
CHM,parent_of_RAB5A1,-1
CISH,LEPR,1
CISH,parent_of_JAK21,1
CR2,CD19,1
CRADD,RIPK1,1
CREB1,CREBBP,1
CREB1,CTNNB1,1
CREB1,FST,1
CREB1,IL10,1
CREB1,IL6,1
CREB1,MIF,1
CREB1,MYC,1
CREB1,PTGS2,1
CREBBP,CTNNB1,1
CREBBP,ELK1,1
CREBBP,NFE2L2,1
CREBBP,STAT6,1
CREBBP,TCF7,-1
CREBBP,parent_of_ESR11,1
CREBBP,parent_of_HIF1A1,1
CRKL,GAB1,1
CRKL,NEDD9,1
CRKL,RAPGEF1,1
CRLF1,parent_of_JAK11,1
CSF1,CSF1R,1
CSF1,CSF3R,1
CSF1,parent_of_JAK21,1
CSF3R,JAK2,1
CSF3R,TYK2,1
CTDNEP1,BMPR1A,1
CTDNEP1,BMPR2,-1
CTNNA3,CTNNB1,1
CTNNB1,KLF4,1
CTNNB1,SMAD7,1
